min_x,min_y,min_z,25%_x,25%_y,25%_z,50%_x,50%_y,50%_z,75%_x,75%_y,75%_z,max_x,max_y,max_z,mean_x,mean_y,mean_z,machine,process_name,label
-1948.0,-62.0,-9.0,54.0,2137.0,-3.8994505695093458,-1592.0,-54.0,29.0,130.0,1678.0,35.892724153037385,-2049.0,-1163.0,-1003.0,-868.0,-132.0,-1012.9851827175818,M01,OP09,good
-1850.0,-54.0,-5.0,40.0,2367.0,-4.359231938139571,-1733.0,-39.0,31.0,105.0,1846.0,32.50727090867123,-1745.0,-1093.0,-1038.0,-923.0,-37.0,-1015.1928041086404,M01,OP09,good
-1862.0,-37.0,7.0,44.0,2065.0,2.434929847717285,-962.0,-35.0,35.0,87.0,1106.0,29.197851181030273,-1926.0,-1118.0,-1052.0,-942.0,-337.0,-1037.34814453125,M01,OP09,good
-1815.0,-48.0,-9.0,33.0,2219.0,-5.404226449819712,-1686.0,-31.0,27.0,91.0,1998.0,31.699261005108173,-1745.0,-1114.0,-1022.0,-909.0,-177.0,-1015.1688842773438,M01,OP09,good
-2073.0,-60.0,-1.0,66.0,2459.0,-0.3363208235981308,-2014.0,-40.0,39.0,111.0,2196.0,37.56747864339953,-1901.0,-1155.0,-1013.0,-866.0,-122.0,-1013.2865161360982,M01,OP09,good
-1897.0,-62.0,-11.0,48.0,2182.0,-6.002279928897133,-1670.0,-56.0,39.0,122.0,1932.0,31.862928935775564,-2215.0,-1167.0,-985.0,-880.0,-138.0,-1013.5351263621609,M01,OP09,good
-1961.0,-56.0,-9.0,42.0,2209.0,-4.856728603603604,-1604.0,-62.0,25.0,134.0,1852.0,33.84809496996997,-1829.0,-1106.0,-1034.0,-915.0,-74.0,-1015.1173423423423,M01,OP09,good
-2096.0,-60.0,-3.0,66.0,2268.0,-0.16826676203051644,-1873.0,-40.0,37.0,111.0,2268.0,37.289961120892016,-1887.0,-1153.0,-1013.0,-866.0,-132.0,-1013.3540933098592,M01,OP09,good
-1961.0,-58.0,-7.0,48.0,2080.0,-4.494429801274272,-1696.0,-58.0,7.0,128.0,1786.0,31.994775864684467,-2184.0,-1157.0,-1003.0,-880.0,-154.0,-1014.0391904960559,M01,OP09,good
-1987.0,-37.0,7.0,44.0,2030.0,2.328789472579956,-907.0,-31.0,35.0,87.0,997.0,29.667984008789062,-1901.0,-1116.0,-1052.0,-944.0,-357.0,-1037.478759765625,M01,OP09,good
-2030.0,-64.0,-1.0,68.0,2391.0,0.07143460787259616,-2301.0,-33.0,33.0,101.0,2695.0,35.97712120643029,-1852.0,-1151.0,-1013.0,-870.0,-138.0,-1013.0568659855769,M01,OP09,good
-1858.0,-39.0,9.0,46.0,2180.0,1.9937852621078491,-979.0,-39.0,39.0,91.0,1110.0,29.436676025390625,-2032.0,-1132.0,-1048.0,-935.0,-322.0,-1037.101318359375,M01,OP09,good
-1891.0,-62.0,-1.0,66.0,2307.0,0.02818948116028708,-1996.0,-35.0,35.0,103.0,2326.0,36.36600067284689,-1926.0,-1151.0,-1013.0,-870.0,-169.0,-1012.9242907072369,M01,OP09,good
-1955.0,-56.0,-9.0,40.0,2096.0,-5.572652382425742,-1590.0,-60.0,11.0,130.0,1698.0,34.18279606280941,-1981.0,-1155.0,-991.0,-888.0,-21.0,-1014.2608920560025,M01,OP09,good
-1784.0,-52.0,-9.0,37.0,2153.0,-5.287104587928922,-1668.0,-44.0,29.0,115.0,1756.0,33.36252010569853,-1801.0,-1108.0,-1032.0,-911.0,-167.0,-1015.4198213465073,M01,OP09,good
-1920.0,-56.0,-9.0,48.0,2041.0,-4.156473605432243,-1905.0,-56.0,33.0,130.0,2022.0,35.55846597546729,-2326.0,-1167.0,-1005.0,-868.0,-40.0,-1013.0650874342874,M01,OP09,good
-1932.0,-56.0,-7.0,42.0,2377.0,-4.498366565281064,-1620.0,-52.0,27.0,124.0,1772.0,33.76693515076415,-1727.0,-1106.0,-1040.0,-913.0,-25.0,-1015.6031363824114,M01,OP09,good
-1985.0,-56.0,-7.0,42.0,2272.0,-4.115789675245098,-2043.0,-50.0,23.0,124.0,2135.0,34.44210994944853,-1747.0,-1100.0,-1042.0,-913.0,-204.0,-1014.9752269071691,M01,OP09,good
-1891.0,-56.0,-9.0,44.0,2153.0,-4.5862599927325585,-1547.0,-48.0,27.0,122.0,1655.0,34.59146984011628,-2084.0,-1151.0,-1005.0,-882.0,-130.0,-1013.1195130813953,M01,OP09,good
-1829.0,-52.0,-9.0,37.0,2164.0,-5.132593479983398,-1733.0,-31.0,23.0,95.0,1789.0,31.774501943176244,-1782.0,-1110.0,-1024.0,-911.0,-144.0,-1014.9026855450327,M01,OP09,good
-1955.0,-56.0,-9.0,42.0,2246.0,-4.263242000598086,-1604.0,-60.0,25.0,132.0,1774.0,33.77514765251196,-1768.0,-1106.0,-1034.0,-915.0,-39.0,-1015.1673706638755,M01,OP09,good
-1950.0,-56.0,-9.0,42.0,2274.0,-4.813773181950935,-1918.0,-48.0,27.0,126.0,1977.0,34.95388708382009,-2164.0,-1151.0,-1007.0,-882.0,-146.0,-1013.3575633396612,M01,OP09,good
-1983.0,-56.0,-9.0,42.0,2221.0,-4.544883076519818,-1561.0,-60.0,23.0,134.0,1711.0,33.51774447211248,-1729.0,-1104.0,-1036.0,-913.0,-122.0,-1015.6601589560203,M01,OP09,good
-4788.0,-64.0,15.0,89.0,4315.0,9.729328507532957,-3070.0,-95.0,17.0,126.0,3129.0,17.23128040646579,-3324.0,-1110.0,-1026.0,-925.0,310.0,-1020.2900188323918,M01,OP09,good
-1940.0,-56.0,-9.0,46.0,2121.0,-4.078546801643192,-1963.0,-54.0,37.0,121.0,2112.0,34.453170848004696,-2153.0,-1155.0,-1003.0,-882.0,40.0,-1013.0438261076878,M01,OP09,good
-1862.0,-52.0,-7.0,37.0,2262.0,-4.776484001196172,-1620.0,-31.0,29.0,89.0,1846.0,31.97297398325359,-1741.0,-1093.0,-1030.0,-927.0,-140.0,-1015.3823686079545,M01,OP09,good
-2172.0,-42.0,1.0,44.0,2309.0,-0.5061473250389099,-1126.0,-33.0,33.0,95.0,1120.0,32.2099609375,-1709.0,-1134.0,-1057.0,-927.0,-253.0,-1036.881591796875,M01,OP09,bad
-1922.0,-56.0,-9.0,46.0,2147.0,-3.4667566043814433,-1817.0,-44.0,27.0,111.0,1989.0,33.52271262886598,-1682.0,-1102.0,-1018.0,-931.0,-132.0,-1014.2881866140464,M01,OP10,good
-1934.0,-62.0,-11.0,52.0,2158.0,-4.625040270618556,-2186.0,-39.0,25.0,99.0,2266.0,30.800066446520617,-1961.0,-1104.0,-1009.0,-921.0,-224.0,-1013.615345119201,M01,OP10,good
-1983.0,-58.0,-9.0,52.0,2166.0,-2.7939351399739585,-1938.0,-50.0,25.0,115.0,2317.0,33.283040364583336,-1698.0,-1102.0,-1020.0,-927.0,-42.0,-1013.6936747233073,M01,OP10,good
-1905.0,-60.0,-11.0,52.0,2102.0,-3.59196,-2143.0,-42.0,27.0,115.0,2155.0,35.02179,-1909.0,-1124.0,-1009.0,-901.0,-126.0,-1012.87653,M01,OP10,good
-1944.0,-60.0,-9.0,58.0,2041.0,-2.478759765625,-1912.0,-70.0,21.0,148.0,1891.0,34.570475260416664,-1799.0,-1157.0,-1016.0,-874.0,-124.0,-1014.4307352701823,M01,OP10,good
-2043.0,-56.0,-9.0,48.0,2071.0,-3.0733439127604165,-1840.0,-37.0,27.0,103.0,2018.0,33.61175537109375,-1719.0,-1098.0,-1018.0,-931.0,-122.0,-1014.0685628255209,M01,OP10,good
-1969.0,-64.0,-11.0,58.0,2217.0,-3.0876363118489585,-1864.0,-42.0,29.0,115.0,2104.0,34.419392903645836,-1895.0,-1130.0,-1009.0,-897.0,-138.0,-1012.9111836751302,M01,OP10,good
-1942.0,-56.0,-9.0,48.0,2071.0,-2.8912862141927085,-2000.0,-39.0,29.0,105.0,2090.0,33.33990478515625,-1709.0,-1102.0,-1018.0,-929.0,-9.0,-1014.2673136393229,M01,OP10,good
-2086.0,-56.0,-9.0,48.0,2158.0,-3.271484375,-1752.0,-46.0,29.0,111.0,2071.0,33.381245930989586,-1678.0,-1106.0,-1016.0,-927.0,-228.0,-1014.3348083496094,M01,OP10,good
-1930.0,-66.0,-9.0,56.0,2094.0,-3.9310396634615383,-2057.0,-40.0,25.0,107.0,2104.0,32.49723128434066,-1914.0,-1114.0,-1005.0,-915.0,-212.0,-1013.4387019230769,M01,OP10,good
-1955.0,-39.0,9.0,44.0,2160.0,2.275662660598755,-931.0,-35.0,33.0,89.0,1009.0,30.677509307861328,-1752.0,-1106.0,-1038.0,-966.0,-261.0,-1036.1610107421875,M01,OP10,good
-2106.0,-74.0,-5.0,78.0,2281.0,-0.00830078125,-2281.0,-48.0,33.0,124.0,2617.0,37.389312744140625,-1887.0,-1132.0,-1013.0,-890.0,-113.0,-1012.1974385579427,M01,OP10,good
-1889.0,-44.0,9.0,50.0,2223.0,1.954329252243042,-1089.0,-40.0,33.0,95.0,960.0,29.93486785888672,-1825.0,-1114.0,-1038.0,-956.0,-191.0,-1036.0260009765625,M01,OP10,good
-2069.0,-74.0,-5.0,78.0,2480.0,0.013611469072164949,-2371.0,-46.0,31.0,122.0,2449.0,37.32010107925258,-1920.0,-1136.0,-1015.0,-888.0,-109.0,-1012.0953608247422,M01,OP10,good
-2000.0,-44.0,7.0,50.0,2055.0,1.6537121534347534,-1015.0,-40.0,33.0,95.0,1007.0,29.917369842529297,-1778.0,-1116.0,-1040.0,-956.0,-302.0,-1036.10107421875,M01,OP10,good
-2002.0,-54.0,-9.0,48.0,2135.0,-2.796546052631579,-1991.0,-40.0,29.0,105.0,2131.0,33.766416529605266,-1706.0,-1100.0,-1016.0,-931.0,-152.0,-1014.0795949835526,M01,OP10,good
-1973.0,-74.0,-5.0,78.0,2545.0,0.101165771484375,-2371.0,-54.0,35.0,132.0,2713.0,38.42961629231771,-1838.0,-1139.0,-1013.0,-882.0,-54.0,-1012.2199300130209,M01,OP10,good
-2000.0,-60.0,-7.0,54.0,2164.0,-2.451870888157895,-1848.0,-42.0,27.0,105.0,1897.0,32.93555715460526,-1713.0,-1097.0,-1020.0,-933.0,-121.0,-1013.8416735197368,M01,OP10,good
-1952.0,-72.0,-5.0,76.0,2352.0,0.06915283203125,-2194.0,-54.0,35.0,132.0,2318.0,38.23839314778646,-1928.0,-1138.0,-1015.0,-882.0,-179.0,-1011.9606323242188,M01,OP10,good
-2082.0,-56.0,-9.0,48.0,2350.0,-3.04364013671875,-1858.0,-37.0,25.0,103.0,2106.0,33.107442220052086,-1627.0,-1097.0,-1016.0,-931.0,-134.0,-1014.3043212890625,M01,OP10,good
-1871.0,-44.0,-11.0,25.0,2172.0,-6.31012684811828,-1633.0,-37.0,23.0,101.0,1731.0,30.40283728158602,-1862.0,-1044.0,-1015.0,-983.0,-300.0,-1013.4900243615591,M01,OP10,good
-1934.0,-56.0,-9.0,50.0,2059.0,-3.022692493556701,-1735.0,-48.0,27.0,115.0,1893.0,33.655907699742265,-1665.0,-1102.0,-1020.0,-931.0,-277.0,-1014.2085413981958,M01,OP10,good
-6365.0,-78.0,17.0,95.0,5914.0,10.149522569444445,-2678.0,-101.0,15.0,130.0,2430.0,17.393435329861113,-3105.0,-1143.0,-1018.0,-884.0,1001.0,-1019.6458658854167,M01,OP10,good
-1932.0,-60.0,-11.0,52.0,2201.0,-3.58663,-2033.0,-42.0,27.0,115.0,2215.0,34.54461,-1903.0,-1130.0,-1011.0,-897.0,-134.0,-1013.21476,M01,OP10,good
-2057.0,-58.0,-9.0,52.0,2186.0,-2.9498697916666665,-1784.0,-52.0,23.0,119.0,2043.0,33.271952311197914,-1684.0,-1104.0,-1022.0,-923.0,-97.0,-1013.7614339192709,M01,OP10,good
-2006.0,-42.0,-11.0,25.0,2137.0,-6.34380194481383,-1797.0,-37.0,21.0,101.0,1979.0,30.310609208776597,-1918.0,-1044.0,-1015.0,-985.0,-286.0,-1013.55078125,M01,OP10,good
-2104.0,-56.0,-9.0,48.0,2133.0,-3.25457763671875,-1885.0,-44.0,27.0,111.0,1996.0,33.550699869791664,-1852.0,-1098.0,-1016.0,-931.0,-58.0,-1013.4162394205729,M01,OP10,good
-2231.0,-68.0,-9.0,68.0,2381.0,-2.605926513671875,-1836.0,-64.0,31.0,140.0,2043.0,36.07555135091146,-1907.0,-1134.0,-1007.0,-894.0,-162.0,-1012.8233032226562,M01,OP10,good
-1946.0,-56.0,-9.0,48.0,2076.0,-3.021270751953125,-1836.0,-39.0,27.0,105.0,2016.0,33.69145711263021,-1674.0,-1100.0,-1018.0,-929.0,-251.0,-1014.0521341959635,M01,OP10,good
-2080.0,-72.0,3.0,76.0,2096.0,-0.7823252081871033,-1235.0,-160.0,21.0,244.0,1428.0,33.595462799072266,-2240.0,-1315.0,-1081.0,-733.0,259.0,-1036.5655517578125,M01,OP10,bad
-2033.0,-72.0,3.0,74.0,2315.0,0.5396767854690552,-1344.0,-156.0,21.0,242.0,1448.0,32.153114318847656,-2252.0,-1288.0,-1083.0,-755.0,228.0,-1036.30029296875,M01,OP10,bad
-2137.0,-85.0,-13.0,93.0,2276.0,-1.4017125,-1667.0,-169.0,46.0,230.0,1469.0,33.1611375,-2258.0,-1245.0,-1034.0,-771.0,187.0,-1014.116575,M01,OP10,bad
-1955.0,-72.0,3.0,74.0,2114.0,0.491752028465271,-1050.0,-150.0,19.0,228.0,1382.0,32.05291748046875,-2262.0,-1290.0,-1085.0,-753.0,265.0,-1036.3494873046875,M01,OP10,bad
-2125.0,-81.0,-3.0,91.0,2373.0,0.7506093082264957,-2432.0,-72.0,31.0,156.0,2317.0,38.71664663461539,-1733.0,-1110.0,-1022.0,-917.0,-208.0,-1013.6872245592949,M01,OP11,good
-1877.0,-54.0,7.0,54.0,2270.0,1.5496333837509155,-804.0,-68.0,27.0,124.0,905.0,30.481891632080078,-1598.0,-1104.0,-1040.0,-972.0,-261.0,-1037.8558349609375,M01,OP11,good
-1862.0,-83.0,-3.0,91.0,2393.0,0.6416599893162394,-2301.0,-72.0,31.0,154.0,2324.0,38.54057325053419,-1678.0,-1110.0,-1020.0,-919.0,-179.0,-1013.829594017094,M01,OP11,good
-1893.0,-64.0,-11.0,60.0,2205.0,-4.252337072649572,-1557.0,-44.0,19.0,109.0,1756.0,30.867262620192307,-1702.0,-1100.0,-997.0,-925.0,-284.0,-1013.6180972889957,M01,OP11,good
-1912.0,-66.0,-5.0,66.0,2383.0,-1.7956910259955752,-1653.0,-62.0,21.0,138.0,1969.0,34.451223727876105,-1817.0,-1089.0,-1018.0,-944.0,-105.0,-1015.5372735757743,M01,OP11,good
-2063.0,-64.0,-11.0,58.0,2211.0,-4.054240598516949,-1604.0,-48.0,21.0,113.0,1629.0,31.079333289194917,-1741.0,-1100.0,-999.0,-925.0,-331.0,-1013.712592690678,M01,OP11,good
-1885.0,-62.0,-9.0,60.0,2377.0,-2.4220555409663866,-1735.0,-80.0,21.0,146.0,1903.0,33.64515493697479,-1752.0,-1093.0,-1018.0,-944.0,-152.0,-1016.1005531118698,M01,OP11,good
-1905.0,-62.0,-11.0,56.0,1991.0,-3.7431051320043105,-1807.0,-44.0,27.0,109.0,1877.0,33.24291150323276,-1770.0,-1104.0,-993.0,-925.0,-273.0,-1013.8685934132543,M01,OP11,good
-1961.0,-64.0,-7.0,64.0,2279.0,-2.188170352224576,-1823.0,-58.0,25.0,132.0,2141.0,34.033401747881356,-1817.0,-1083.0,-1016.0,-952.0,-39.0,-1015.7817465572034,M01,OP11,good
-1940.0,-66.0,-11.0,58.0,2028.0,-4.2389681541313555,-1711.0,-44.0,19.0,107.0,1715.0,29.90347755561441,-1827.0,-1098.0,-999.0,-921.0,-273.0,-1013.8807683395127,M01,OP11,good
-1737.0,-64.0,-11.0,56.0,2236.0,-4.06518126370614,-1916.0,-44.0,27.0,105.0,2114.0,32.5285858689693,-1778.0,-1106.0,-991.0,-919.0,-333.0,-1013.6758497807018,M01,OP11,good
-1909.0,-64.0,-9.0,62.0,2277.0,-2.5486968224789917,-1934.0,-58.0,21.0,130.0,1823.0,34.11210773371849,-1805.0,-1083.0,-1018.0,-952.0,-11.0,-1015.8140099789916,M01,OP11,good
-1870.0,-83.0,-5.0,93.0,2338.0,0.5948517628205128,-2480.0,-80.0,33.0,160.0,2672.0,37.98152043269231,-1717.0,-1102.0,-1016.0,-923.0,-136.0,-1013.4782485309829,M01,OP11,good
-1895.0,-52.0,7.0,54.0,2346.0,1.451616644859314,-710.0,-66.0,29.0,124.0,884.0,31.28678321838379,-1602.0,-1098.0,-1040.0,-974.0,-300.0,-1037.7464599609375,M01,OP11,good
-1961.0,-60.0,-9.0,56.0,2114.0,-4.081871295797414,-1665.0,-78.0,29.0,154.0,1940.0,34.08517982219828,-1842.0,-1093.0,-1005.0,-935.0,-259.0,-1014.3427902747845,M01,OP11,good
-1926.0,-87.0,-3.0,97.0,2596.0,0.8690143453663793,-2389.0,-81.0,33.0,163.0,2490.0,38.37960499730603,-1754.0,-1108.0,-1020.0,-917.0,17.0,-1013.6048205145474,M01,OP11,good
-1952.0,-54.0,7.0,58.0,2156.0,1.2183505296707153,-780.0,-70.0,25.0,126.0,1067.0,30.69281005859375,-1698.0,-1110.0,-1040.0,-966.0,-286.0,-1037.8128662109375,M01,OP11,good
-1934.0,-76.0,7.0,80.0,2293.0,-0.1379641741514206,-1366.0,-126.0,23.0,201.0,1456.0,31.769989013671875,-2053.0,-1173.0,-1061.0,-860.0,-21.0,-1038.091796875,M01,OP11,bad
-1727.0,-101.0,1.0,99.0,2199.0,0.22364444444444445,-1259.0,-214.0,40.0,290.0,1489.0,38.28302222222222,-2073.0,-1262.0,-1018.0,-769.0,80.0,-1012.3837555555556,M01,OP11,bad
-1985.0,-81.0,9.0,83.0,2236.0,-0.13780200481414795,-1331.0,-138.0,27.0,210.0,1382.0,31.549015045166016,-2100.0,-1180.0,-1063.0,-851.0,58.0,-1037.865966796875,M01,OP11,bad
-2020.0,-81.0,9.0,83.0,2279.0,-0.34435755014419556,-1382.0,-136.0,27.0,210.0,1436.0,32.150123596191406,-2078.0,-1182.0,-1067.0,-853.0,124.0,-1037.87353515625,M01,OP11,bad
-2125.0,-68.0,-9.0,64.0,2002.0,-3.9153474506578947,-1967.0,-64.0,23.0,136.0,2170.0,33.40796669407895,-1856.0,-1138.0,-1007.0,-890.0,-181.0,-1013.2829564144737,M01,OP12,good
-2096.0,-60.0,-9.0,62.0,1963.0,-2.9092002467105265,-1862.0,-60.0,27.0,132.0,1852.0,33.94224917763158,-1748.0,-1126.0,-1016.0,-907.0,-236.0,-1014.505037006579,M01,OP12,good
-1971.0,-62.0,-9.0,62.0,1985.0,-2.607689144736842,-1678.0,-54.0,29.0,124.0,2020.0,34.174784128289474,-1774.0,-1126.0,-1016.0,-905.0,-126.0,-1014.4658717105264,M01,OP12,good
-2211.0,-68.0,-9.0,68.0,1985.0,-2.812707779255319,-2069.0,-74.0,29.0,152.0,2155.0,35.92445146276596,-2106.0,-1155.0,-1009.0,-876.0,-17.0,-1013.1630547706117,M01,OP12,good
-1985.0,-64.0,-7.0,62.0,2047.0,-2.4696854440789475,-1709.0,-50.0,25.0,122.0,2002.0,34.417567845394736,-1758.0,-1122.0,-1016.0,-907.0,-87.0,-1014.1313836348684,M01,OP12,good
-1961.0,-60.0,-9.0,52.0,2092.0,-3.0590266591494846,-1909.0,-52.0,23.0,119.0,1928.0,32.94229220360825,-1647.0,-1104.0,-1020.0,-927.0,-249.0,-1014.2701051063144,M01,OP12,good
-2693.0,-68.0,-9.0,70.0,2205.0,-2.6410929361979165,-1834.0,-68.0,29.0,146.0,2010.0,35.413859049479164,-1994.0,-1147.0,-1009.0,-882.0,-44.0,-1012.9350280761719,M01,OP12,good
-1938.0,-58.0,-9.0,54.0,2155.0,-3.0083058150773194,-2004.0,-56.0,25.0,126.0,2469.0,34.649695956829895,-1735.0,-1102.0,-1022.0,-927.0,-156.0,-1013.5510832796392,M01,OP12,good
-1891.0,-66.0,-9.0,66.0,1881.0,-2.1912576426630435,-1786.0,-66.0,25.0,136.0,2145.0,33.890433933423914,-1875.0,-1128.0,-1020.0,-895.0,-66.0,-1014.1139499830163,M01,OP12,good
-2071.0,-70.0,-9.0,70.0,1998.0,-2.2986958821614585,-2090.0,-68.0,31.0,146.0,2303.0,36.024200439453125,-2016.0,-1139.0,-1007.0,-888.0,27.0,-1012.7753397623698,M01,OP12,good
-2020.0,-64.0,-9.0,62.0,1942.0,-2.847147190824468,-1696.0,-66.0,25.0,138.0,1854.0,34.40412026263298,-1733.0,-1128.0,-1016.0,-903.0,-160.0,-1014.4294173869681,M01,OP12,good
-2051.0,-64.0,-7.0,62.0,2131.0,-2.450534539473684,-1629.0,-54.0,27.0,126.0,1916.0,33.82213199013158,-1776.0,-1122.0,-1018.0,-905.0,-224.0,-1014.7889699835526,M01,OP12,good
-1957.0,-54.0,7.0,58.0,1940.0,0.9339364171028137,-1054.0,-66.0,35.0,119.0,1186.0,30.321020126342773,-1825.0,-1130.0,-1042.0,-936.0,-259.0,-1036.09130859375,M01,OP12,good
-1987.0,-76.0,-5.0,81.0,2196.0,-0.0037314967105263157,-2330.0,-60.0,33.0,140.0,2650.0,37.961615953947366,-1979.0,-1132.0,-1015.0,-886.0,-101.0,-1011.8643297697369,M01,OP12,good
-1985.0,-50.0,7.0,54.0,2557.0,1.252382516860962,-1100.0,-56.0,33.0,113.0,1249.0,31.17814064025879,-1813.0,-1120.0,-1040.0,-946.0,-283.0,-1036.467529296875,M01,OP12,good
-1965.0,-76.0,-5.0,83.0,1944.0,0.4095394736842105,-2457.0,-60.0,33.0,138.0,2596.0,37.81477179276316,-1891.0,-1134.0,-1015.0,-886.0,-121.0,-1012.2347245065789,M01,OP12,good
-2000.0,-54.0,-9.0,48.0,2063.0,-3.1054586823453607,-1873.0,-42.0,27.0,105.0,2061.0,33.142920425257735,-1717.0,-1102.0,-1016.0,-927.0,-185.0,-1013.6699722132732,M01,OP12,good
-2254.0,-76.0,-5.0,83.0,2188.0,-0.11231486002604167,-2256.0,-66.0,35.0,140.0,2213.0,38.564046223958336,-1965.0,-1136.0,-1015.0,-884.0,-140.0,-1012.2035319010416,M01,OP12,good
-2158.0,-68.0,-11.0,66.0,2074.0,-3.9240274234693877,-1651.0,-66.0,25.0,138.0,1725.0,31.7972337372449,-1936.0,-1136.0,-1009.0,-894.0,-163.0,-1013.306002869898,M01,OP12,good
-2076.0,-56.0,-9.0,48.0,2256.0,-3.169247342139175,-1766.0,-42.0,27.0,107.0,2002.0,33.29004913015464,-1692.0,-1100.0,-1018.0,-927.0,-187.0,-1014.1646665592783,M01,OP12,good
-2024.0,-50.0,9.0,54.0,2658.0,1.6272083520889282,-1011.0,-60.0,33.0,113.0,1212.0,30.29485511779785,-1795.0,-1124.0,-1040.0,-946.0,-281.0,-1036.5391845703125,M01,OP12,good
-2162.0,-76.0,-5.0,81.0,2143.0,-0.2590535481770833,-2274.0,-64.0,35.0,142.0,2410.0,38.79039510091146,-1895.0,-1136.0,-1015.0,-884.0,-109.0,-1012.5200703938802,M01,OP12,good
-2108.0,-70.0,-9.0,72.0,2024.0,-2.3534117353723403,-1907.0,-70.0,29.0,148.0,1989.0,36.4062188331117,-1885.0,-1143.0,-1007.0,-888.0,-124.0,-1012.7990255152926,M01,OP12,good
-1965.0,-62.0,-9.0,62.0,1985.0,-2.9415707236842104,-1821.0,-64.0,27.0,136.0,1918.0,34.334354440789475,-1723.0,-1122.0,-1016.0,-905.0,-136.0,-1013.3502981085526,M01,OP12,good
-2043.0,-66.0,-7.0,64.0,1936.0,-2.395836759868421,-1674.0,-58.0,25.0,130.0,1868.0,33.6266447368421,-1733.0,-1120.0,-1018.0,-905.0,-173.0,-1014.2171155427632,M01,OP12,good
-2178.0,-66.0,-11.0,66.0,2277.0,-4.127268473307292,-2170.0,-60.0,27.0,130.0,2270.0,32.06450398763021,-1936.0,-1132.0,-1007.0,-899.0,-162.0,-1013.5115559895834,M01,OP12,good
-1981.0,-52.0,-9.0,44.0,2184.0,-3.4447046396683674,-1873.0,-40.0,27.0,103.0,1977.0,32.9560546875,-1708.0,-1102.0,-1015.0,-927.0,-257.0,-1014.2629544005102,M01,OP12,good
-1969.0,-62.0,-9.0,58.0,1952.0,-2.7112561677631577,-1825.0,-50.0,25.0,122.0,1918.0,34.61664268092105,-1875.0,-1122.0,-1016.0,-907.0,-228.0,-1014.2357730263158,M01,OP12,good
-2217.0,-70.0,-9.0,72.0,2063.0,-3.2018606085526318,-1979.0,-60.0,29.0,132.0,2131.0,33.60545847039474,-1942.0,-1136.0,-1007.0,-897.0,-191.0,-1013.292146381579,M01,OP12,good
-6041.0,-107.0,19.0,132.0,5809.0,9.748683763586957,-2545.0,-134.0,17.0,163.0,2490.0,17.832466457201086,-2990.0,-1138.0,-1020.0,-899.0,1104.0,-1020.0655570652174,M01,OP12,good
-2123.0,-66.0,-7.0,66.0,2074.0,-2.249001736111111,-1715.0,-70.0,29.0,142.0,1918.0,34.69004991319444,-1827.0,-1128.0,-1020.0,-894.0,-201.0,-1014.29990234375,M01,OP12,good
-2334.0,-74.0,-9.0,72.0,2094.0,-3.6231715425531914,-1674.0,-76.0,29.0,146.0,1727.0,32.108211436170215,-1926.0,-1143.0,-1005.0,-886.0,-138.0,-1013.3630838597074,M01,OP12,good
-2141.0,-64.0,-7.0,60.0,2073.0,-2.443863075657895,-1657.0,-48.0,25.0,119.0,1998.0,33.673252467105264,-1784.0,-1124.0,-1016.0,-907.0,-109.0,-1014.6569387335526,M01,OP12,good
-2041.0,-66.0,-7.0,64.0,2010.0,-2.295426253434066,-1784.0,-54.0,29.0,124.0,1981.0,34.83711796016483,-1754.0,-1128.0,-1016.0,-899.0,-283.0,-1014.1021527300824,M01,OP12,good
-1955.0,-66.0,3.0,72.0,1996.0,0.2864098846912384,-1093.0,-158.0,17.0,226.0,1194.0,32.239749908447266,-2110.0,-1243.0,-1071.0,-808.0,117.0,-1036.608642578125,M01,OP12,bad
-2032.0,-64.0,3.0,70.0,2115.0,0.47963377833366394,-1016.0,-162.0,17.0,234.0,1190.0,32.066925048828125,-2233.0,-1259.0,-1067.0,-798.0,64.0,-1036.8966064453125,M01,OP12,bad
-1965.0,-64.0,3.0,70.0,2086.0,0.22338807582855225,-1009.0,-146.0,17.0,212.0,1081.0,31.866695404052734,-2030.0,-1239.0,-1069.0,-813.0,80.0,-1036.5667724609375,M01,OP12,bad
-1918.0,-66.0,-9.0,64.0,2110.0,-2.6073489972014925,-1225.0,-23.0,25.0,85.0,1218.0,29.312135611007463,-1881.0,-1046.0,-1015.0,-983.0,-115.0,-1014.3336054104477,M01,OP13,good
-4382.0,-128.0,-9.0,132.0,4229.0,-3.1580551609848486,-4148.0,-13.0,29.0,83.0,5040.0,64.3333037405303,-3447.0,-1057.0,-1013.0,-968.0,1903.0,-1008.4973366477273,M01,OP13,good
-2529.0,-42.0,-9.0,29.0,2256.0,-4.399822178171642,-1202.0,-5.0,31.0,74.0,1259.0,34.80580981809702,-2049.0,-1046.0,-1015.0,-983.0,-25.0,-1013.8963677705224,M01,OP13,good
-2119.0,-42.0,-11.0,21.0,1942.0,-6.313639322916667,-856.0,-3.0,25.0,64.0,833.0,28.610529119318183,-1737.0,-1052.0,-1016.0,-981.0,-366.0,-1015.8274887547349,M01,OP13,good
-2121.0,-5.0,9.0,25.0,1971.0,5.579545454545454,-843.0,5.0,31.0,58.0,903.0,30.545181818181817,-2186.0,-1054.0,-1038.0,-1020.0,-150.0,-1037.622303030303,M01,OP13,good
